,Country,Gender,Demographics Response,Question,Value
216,Albania,F,15-24,... if she goes out without telling him,2.0
217,Albania,F,25-34,... if she goes out without telling him,3.7
218,Albania,F,35-49,... if she goes out without telling him,4.8
219,Albania,F,15-24,... if she neglects the children,3.5
220,Albania,F,25-34,... if she neglects the children,5.4
221,Albania,F,35-49,... if she neglects the children,6.3
222,Albania,F,15-24,... if she refuses to have sex with him,0.6
223,Albania,F,25-34,... if she refuses to have sex with him,1.1
224,Albania,F,35-49,... if she refuses to have sex with him,1.0
285,Albania,M,15-24,... for at least one specific reason,10.9
286,Albania,M,25-34,... for at least one specific reason,11.3
287,Albania,M,35-49,... for at least one specific reason,11.8
288,Albania,M,15-24,... if she argues with him,4.4
289,Albania,M,25-34,... if she argues with him,3.5
290,Albania,M,35-49,... if she argues with him,4.2
291,Albania,M,15-24,... if she goes out without telling him,5.3
292,Albania,M,25-34,... if she goes out without telling him,6.1
293,Albania,M,35-49,... if she goes out without telling him,7.8
294,Albania,M,15-24,... if she neglects the children,7.1
295,Albania,M,25-34,... if she neglects the children,8.6
296,Albania,M,35-49,... if she neglects the children,8.3
297,Albania,M,15-24,... if she refuses to have sex with him,3.0
298,Albania,M,25-34,... if she refuses to have sex with him,2.5
299,Albania,M,35-49,... if she refuses to have sex with him,1.1
366,Angola,F,25-34,... if she burns the food,10.0
367,Angola,F,15-24,... if she burns the food,10.6
369,Angola,F,35-49,... if she burns the food,11.0
376,Angola,M,35-49,... if she burns the food,3.7
380,Angola,M,25-34,... if she burns the food,5.3
384,Angola,M,15-24,... if she burns the food,7.7
390,Angola,F,15-24,... for at least one specific reason,24.9
391,Angola,F,25-34,... for at least one specific reason,24.4
392,Angola,F,35-49,... for at least one specific reason,26.6
393,Angola,F,15-24,... if she argues with him,14.9
394,Angola,F,25-34,... if she argues with him,14.1
395,Angola,F,35-49,... if she argues with him,17.1
396,Angola,F,15-24,... if she goes out without telling him,13.8
397,Angola,F,25-34,... if she goes out without telling him,14.0
398,Angola,F,35-49,... if she goes out without telling him,16.3
399,Angola,F,15-24,... if she neglects the children,16.5
400,Angola,F,25-34,... if she neglects the children,15.6
401,Angola,F,35-49,... if she neglects the children,16.7
402,Angola,F,15-24,... if she refuses to have sex with him,10.0
403,Angola,F,25-34,... if she refuses to have sex with him,11.6
404,Angola,F,35-49,... if she refuses to have sex with him,14.0
465,Angola,M,15-24,... for at least one specific reason,23.4
466,Angola,M,25-34,... for at least one specific reason,18.5
467,Angola,M,35-49,... for at least one specific reason,15.7
468,Angola,M,15-24,... if she argues with him,12.6
469,Angola,M,25-34,... if she argues with him,10.6
470,Angola,M,35-49,... if she argues with him,7.7
471,Angola,M,15-24,... if she goes out without telling him,8.9
472,Angola,M,25-34,... if she goes out without telling him,8.1
473,Angola,M,35-49,... if she goes out without telling him,7.0
474,Angola,M,15-24,... if she neglects the children,13.5
475,Angola,M,25-34,... if she neglects the children,10.7
476,Angola,M,35-49,... if she neglects the children,9.3
477,Angola,M,15-24,... if she refuses to have sex with him,6.3
478,Angola,M,25-34,... if she refuses to have sex with him,5.5
479,Angola,M,35-49,... if she refuses to have sex with him,4.4
545,Armenia,F,15-24,... if she burns the food,0.3
549,Armenia,F,25-34,... if she burns the food,0.4
550,Armenia,F,35-49,... if she burns the food,0.4
561,Armenia,M,15-24,... if she burns the food,0.7
562,Armenia,M,25-34,... if she burns the food,0.7
563,Armenia,M,35-49,... if she burns the food,0.7
570,Armenia,F,15-24,... for at least one specific reason,8.7
571,Armenia,F,25-34,... for at least one specific reason,10.4
572,Armenia,F,35-49,... for at least one specific reason,10.8
573,Armenia,F,15-24,... if she argues with him,5.1
574,Armenia,F,25-34,... if she argues with him,6.4
575,Armenia,F,35-49,... if she argues with him,6.5
576,Armenia,F,15-24,... if she goes out without telling him,4.7
577,Armenia,F,25-34,... if she goes out without telling him,5.5
578,Armenia,F,35-49,... if she goes out without telling him,5.3
579,Armenia,F,15-24,... if she neglects the children,7.1
580,Armenia,F,25-34,... if she neglects the children,8.9
581,Armenia,F,35-49,... if she neglects the children,9.4
582,Armenia,F,15-24,... if she refuses to have sex with him,0.6
583,Armenia,F,25-34,... if she refuses to have sex with him,0.9
584,Armenia,F,35-49,... if she refuses to have sex with him,0.8
645,Armenia,M,15-24,... for at least one specific reason,24.3
646,Armenia,M,25-34,... for at least one specific reason,23.0
647,Armenia,M,35-49,... for at least one specific reason,20.9
648,Armenia,M,15-24,... if she argues with him,15.6
649,Armenia,M,25-34,... if she argues with him,16.8
650,Armenia,M,35-49,... if she argues with him,15.9
651,Armenia,M,15-24,... if she goes out without telling him,13.8
652,Armenia,M,25-34,... if she goes out without telling him,10.5
653,Armenia,M,35-49,... if she goes out without telling him,11.1
654,Armenia,M,15-24,... if she neglects the children,18.9
655,Armenia,M,25-34,... if she neglects the children,16.6
656,Armenia,M,35-49,... if she neglects the children,16.4
657,Armenia,M,15-24,... if she refuses to have sex with him,1.0
658,Armenia,M,25-34,... if she refuses to have sex with him,1.4
659,Armenia,M,35-49,... if she refuses to have sex with him,2.3
725,Azerbaijan,F,15-24,... if she burns the food,10.7
727,Azerbaijan,F,25-34,... if she burns the food,12.8
728,Azerbaijan,F,35-49,... if she burns the food,12.9
741,Azerbaijan,M,25-34,... if she burns the food,5.5
743,Azerbaijan,M,35-49,... if she burns the food,6.0
748,Azerbaijan,M,15-24,... if she burns the food,9.4
750,Azerbaijan,F,15-24,... for at least one specific reason,43.7
751,Azerbaijan,F,25-34,... for at least one specific reason,52.0
752,Azerbaijan,F,35-49,... for at least one specific reason,51.5
753,Azerbaijan,F,15-24,... if she argues with him,27.9
754,Azerbaijan,F,25-34,... if she argues with him,33.2
755,Azerbaijan,F,35-49,... if she argues with him,32.9
756,Azerbaijan,F,15-24,... if she goes out without telling him,36.9
757,Azerbaijan,F,25-34,... if she goes out without telling him,46.1
758,Azerbaijan,F,35-49,... if she goes out without telling him,44.9
759,Azerbaijan,F,15-24,... if she neglects the children,30.9
760,Azerbaijan,F,25-34,... if she neglects the children,35.8
761,Azerbaijan,F,35-49,... if she neglects the children,36.9
762,Azerbaijan,F,15-24,... if she refuses to have sex with him,11.7
763,Azerbaijan,F,25-34,... if she refuses to have sex with him,15.3
764,Azerbaijan,F,35-49,... if she refuses to have sex with him,15.6
825,Azerbaijan,M,15-24,... for at least one specific reason,56.35000000000001
826,Azerbaijan,M,25-34,... for at least one specific reason,56.35000000000001
827,Azerbaijan,M,35-49,... for at least one specific reason,53.9
828,Azerbaijan,M,15-24,... if she argues with him,55.8
829,Azerbaijan,M,25-34,... if she argues with him,53.1
830,Azerbaijan,M,35-49,... if she argues with him,47.6
831,Azerbaijan,M,15-24,... if she goes out without telling him,45.7
832,Azerbaijan,M,25-34,... if she goes out without telling him,42.3
833,Azerbaijan,M,35-49,... if she goes out without telling him,34.2
834,Azerbaijan,M,15-24,... if she neglects the children,39.4
835,Azerbaijan,M,25-34,... if she neglects the children,35.4
836,Azerbaijan,M,35-49,... if she neglects the children,30.3
837,Azerbaijan,M,15-24,... if she refuses to have sex with him,15.2
838,Azerbaijan,M,25-34,... if she refuses to have sex with him,10.3
839,Azerbaijan,M,35-49,... if she refuses to have sex with him,9.7
904,Bangladesh,F,15-24,... if she burns the food,3.6
905,Bangladesh,F,25-34,... if she burns the food,4.1
910,Bangladesh,F,35-49,... if she burns the food,5.2
915,Bangladesh,M,15-24,... if she burns the food,14.9
916,Bangladesh,M,25-34,... if she burns the food,14.9
917,Bangladesh,M,35-49,... if she burns the food,14.9
930,Bangladesh,F,15-24,... for at least one specific reason,27.9
931,Bangladesh,F,25-34,... for at least one specific reason,27.7
932,Bangladesh,F,35-49,... for at least one specific reason,29.2
933,Bangladesh,F,15-24,... if she argues with him,19.8
934,Bangladesh,F,25-34,... if she argues with him,19.3
935,Bangladesh,F,35-49,... if she argues with him,20.7
936,Bangladesh,F,15-24,... if she goes out without telling him,13.9
937,Bangladesh,F,25-34,... if she goes out without telling him,13.7
938,Bangladesh,F,35-49,... if she goes out without telling him,15.6
939,Bangladesh,F,15-24,... if she neglects the children,14.6
940,Bangladesh,F,25-34,... if she neglects the children,14.7
941,Bangladesh,F,35-49,... if she neglects the children,15.4
942,Bangladesh,F,15-24,... if she refuses to have sex with him,5.9
943,Bangladesh,F,25-34,... if she refuses to have sex with him,7.4
944,Bangladesh,F,35-49,... if she refuses to have sex with him,8.1
1005,Bangladesh,M,15-24,... for at least one specific reason,14.9
1006,Bangladesh,M,25-34,... for at least one specific reason,14.9
1007,Bangladesh,M,35-49,... for at least one specific reason,14.9
1008,Bangladesh,M,15-24,... if she argues with him,14.9
1009,Bangladesh,M,25-34,... if she argues with him,14.9
1010,Bangladesh,M,35-49,... if she argues with him,14.9
1011,Bangladesh,M,15-24,... if she goes out without telling him,14.9
1012,Bangladesh,M,25-34,... if she goes out without telling him,14.9
1013,Bangladesh,M,35-49,... if she goes out without telling him,14.9
1014,Bangladesh,M,15-24,... if she neglects the children,14.9
1015,Bangladesh,M,25-34,... if she neglects the children,14.9
1016,Bangladesh,M,35-49,... if she neglects the children,14.9
1017,Bangladesh,M,15-24,... if she refuses to have sex with him,14.9
1018,Bangladesh,M,25-34,... if she refuses to have sex with him,14.9
1019,Bangladesh,M,35-49,... if she refuses to have sex with him,14.9
1086,Benin,F,15-24,... if she burns the food,13.2
1087,Benin,F,25-34,... if she burns the food,13.4
1092,Benin,F,35-49,... if she burns the food,15.5
1099,Benin,M,35-49,... if she burns the food,5.3
1102,Benin,M,25-34,... if she burns the food,6.5
1106,Benin,M,15-24,... if she burns the food,8.3
1110,Benin,F,15-24,... for at least one specific reason,29.8
1111,Benin,F,25-34,... for at least one specific reason,32.7
1112,Benin,F,35-49,... for at least one specific reason,33.7
1113,Benin,F,15-24,... if she argues with him,19.1
1114,Benin,F,25-34,... if she argues with him,21.7
1115,Benin,F,35-49,... if she argues with him,22.3
1116,Benin,F,15-24,... if she goes out without telling him,18.7
1117,Benin,F,25-34,... if she goes out without telling him,22.2
1118,Benin,F,35-49,... if she goes out without telling him,23.7
1119,Benin,F,15-24,... if she neglects the children,20.5
1120,Benin,F,25-34,... if she neglects the children,23.5
1121,Benin,F,35-49,... if she neglects the children,24.5
1122,Benin,F,15-24,... if she refuses to have sex with him,11.4
1123,Benin,F,25-34,... if she refuses to have sex with him,12.9
1124,Benin,F,35-49,... if she refuses to have sex with him,14.5
1185,Benin,M,15-24,... for at least one specific reason,17.3
1186,Benin,M,25-34,... for at least one specific reason,15.9
1187,Benin,M,35-49,... for at least one specific reason,12.8
1188,Benin,M,15-24,... if she argues with him,11.1
1189,Benin,M,25-34,... if she argues with him,10.2
1190,Benin,M,35-49,... if she argues with him,7.4
1191,Benin,M,15-24,... if she goes out without telling him,10.5
1192,Benin,M,25-34,... if she goes out without telling him,8.3
1193,Benin,M,35-49,... if she goes out without telling him,7.2
1194,Benin,M,15-24,... if she neglects the children,11.2
1195,Benin,M,25-34,... if she neglects the children,9.7
1196,Benin,M,35-49,... if she neglects the children,6.6
1197,Benin,M,15-24,... if she refuses to have sex with him,7.7
1198,Benin,M,25-34,... if she refuses to have sex with him,7.9
1199,Benin,M,35-49,... if she refuses to have sex with him,5.1
1262,Bolivia,F,25-34,... if she burns the food,2.6
1268,Bolivia,F,15-24,... if she burns the food,3.4
1270,Bolivia,F,35-49,... if she burns the food,3.8
1275,Bolivia,M,15-24,... if she burns the food,14.9
1276,Bolivia,M,25-34,... if she burns the food,14.9
1277,Bolivia,M,35-49,... if she burns the food,14.9
1290,Bolivia,F,15-24,... for at least one specific reason,15.6
1291,Bolivia,F,25-34,... for at least one specific reason,15.0
1292,Bolivia,F,35-49,... for at least one specific reason,17.6
1293,Bolivia,F,15-24,... if she argues with him,5.0
1294,Bolivia,F,25-34,... if she argues with him,5.0
1295,Bolivia,F,35-49,... if she argues with him,5.7
1296,Bolivia,F,15-24,... if she goes out without telling him,5.3
1297,Bolivia,F,25-34,... if she goes out without telling him,5.2
1298,Bolivia,F,35-49,... if she goes out without telling him,7.3
1299,Bolivia,F,15-24,... if she neglects the children,11.9
1300,Bolivia,F,25-34,... if she neglects the children,11.7
1301,Bolivia,F,35-49,... if she neglects the children,13.2
1302,Bolivia,F,15-24,... if she refuses to have sex with him,1.8
1303,Bolivia,F,25-34,... if she refuses to have sex with him,2.1
1304,Bolivia,F,35-49,... if she refuses to have sex with him,2.9
1365,Bolivia,M,15-24,... for at least one specific reason,14.9
1366,Bolivia,M,25-34,... for at least one specific reason,14.9
1367,Bolivia,M,35-49,... for at least one specific reason,14.9
1368,Bolivia,M,15-24,... if she argues with him,14.9
1369,Bolivia,M,25-34,... if she argues with him,14.9
1370,Bolivia,M,35-49,... if she argues with him,14.9
1371,Bolivia,M,15-24,... if she goes out without telling him,14.9
1372,Bolivia,M,25-34,... if she goes out without telling him,14.9
1373,Bolivia,M,35-49,... if she goes out without telling him,14.9
1374,Bolivia,M,15-24,... if she neglects the children,14.9
1375,Bolivia,M,25-34,... if she neglects the children,14.9
1376,Bolivia,M,35-49,... if she neglects the children,14.9
1377,Bolivia,M,15-24,... if she refuses to have sex with him,14.9
1378,Bolivia,M,25-34,... if she refuses to have sex with him,14.9
1379,Bolivia,M,35-49,... if she refuses to have sex with him,14.9
1447,Burkina Faso,F,15-24,... if she burns the food,9.2
1448,Burkina Faso,F,25-34,... if she burns the food,9.4
1451,Burkina Faso,F,35-49,... if she burns the food,11.0
1457,Burkina Faso,M,35-49,... if she burns the food,6.1
1462,Burkina Faso,M,25-34,... if she burns the food,6.5
1469,Burkina Faso,M,15-24,... if she burns the food,9.4
1470,Burkina Faso,F,15-24,... for at least one specific reason,40.8
1471,Burkina Faso,F,25-34,... for at least one specific reason,43.0
1472,Burkina Faso,F,35-49,... for at least one specific reason,47.6
1473,Burkina Faso,F,15-24,... if she argues with him,28.3
1474,Burkina Faso,F,25-34,... if she argues with him,30.2
1475,Burkina Faso,F,35-49,... if she argues with him,35.0
1476,Burkina Faso,F,15-24,... if she goes out without telling him,27.4
1477,Burkina Faso,F,25-34,... if she goes out without telling him,29.9
1478,Burkina Faso,F,35-49,... if she goes out without telling him,34.6
1479,Burkina Faso,F,15-24,... if she neglects the children,27.9
1480,Burkina Faso,F,25-34,... if she neglects the children,29.6
1481,Burkina Faso,F,35-49,... if she neglects the children,34.6
1482,Burkina Faso,F,15-24,... if she refuses to have sex with him,17.7
1483,Burkina Faso,F,25-34,... if she refuses to have sex with him,19.6
1484,Burkina Faso,F,35-49,... if she refuses to have sex with him,22.3
1545,Burkina Faso,M,15-24,... for at least one specific reason,37.1
1546,Burkina Faso,M,25-34,... for at least one specific reason,31.7
1547,Burkina Faso,M,35-49,... for at least one specific reason,32.7
1548,Burkina Faso,M,15-24,... if she argues with him,20.9
1549,Burkina Faso,M,25-34,... if she argues with him,19.4
1550,Burkina Faso,M,35-49,... if she argues with him,19.5
1551,Burkina Faso,M,15-24,... if she goes out without telling him,19.7
1552,Burkina Faso,M,25-34,... if she goes out without telling him,16.3
1553,Burkina Faso,M,35-49,... if she goes out without telling him,16.6
1554,Burkina Faso,M,15-24,... if she neglects the children,21.6
1555,Burkina Faso,M,25-34,... if she neglects the children,18.8
1556,Burkina Faso,M,35-49,... if she neglects the children,19.5
1557,Burkina Faso,M,15-24,... if she refuses to have sex with him,12.7
1558,Burkina Faso,M,25-34,... if she refuses to have sex with him,9.2
1559,Burkina Faso,M,35-49,... if she refuses to have sex with him,10.4
1624,Burundi,F,35-49,... if she burns the food,20.4
1625,Burundi,F,25-34,... if she burns the food,20.5
1632,Burundi,F,15-24,... if she burns the food,24.3
1637,Burundi,M,25-34,... if she burns the food,3.3
1638,Burundi,M,35-49,... if she burns the food,3.5
1649,Burundi,M,15-24,... if she burns the food,7.2
1650,Burundi,F,15-24,... for at least one specific reason,56.35000000000001
1651,Burundi,F,25-34,... for at least one specific reason,56.35000000000001
1652,Burundi,F,35-49,... for at least one specific reason,56.35000000000001
1653,Burundi,F,15-24,... if she argues with him,30.5
1654,Burundi,F,25-34,... if she argues with him,29.3
1655,Burundi,F,35-49,... if she argues with him,30.4
1656,Burundi,F,15-24,... if she goes out without telling him,39.8
1657,Burundi,F,25-34,... if she goes out without telling him,38.3
1658,Burundi,F,35-49,... if she goes out without telling him,39.4
1659,Burundi,F,15-24,... if she neglects the children,52.7
1660,Burundi,F,25-34,... if she neglects the children,51.2
1661,Burundi,F,35-49,... if she neglects the children,51.0
1662,Burundi,F,15-24,... if she refuses to have sex with him,40.9
1663,Burundi,F,25-34,... if she refuses to have sex with him,41.3
1664,Burundi,F,35-49,... if she refuses to have sex with him,43.7
1725,Burundi,M,15-24,... for at least one specific reason,43.7
1726,Burundi,M,25-34,... for at least one specific reason,31.0
1727,Burundi,M,35-49,... for at least one specific reason,26.3
1728,Burundi,M,15-24,... if she argues with him,12.8
1729,Burundi,M,25-34,... if she argues with him,8.7
1730,Burundi,M,35-49,... if she argues with him,8.1
1731,Burundi,M,15-24,... if she goes out without telling him,20.7
1732,Burundi,M,25-34,... if she goes out without telling him,14.5
1733,Burundi,M,35-49,... if she goes out without telling him,14.9
1734,Burundi,M,15-24,... if she neglects the children,32.8
1735,Burundi,M,25-34,... if she neglects the children,23.8
1736,Burundi,M,35-49,... if she neglects the children,18.8
1737,Burundi,M,15-24,... if she refuses to have sex with him,18.7
1738,Burundi,M,25-34,... if she refuses to have sex with him,9.9
1739,Burundi,M,35-49,... if she refuses to have sex with him,9.6
1804,Cambodia,F,15-24,... if she burns the food,9.4
1805,Cambodia,F,25-34,... if she burns the food,10.1
1813,Cambodia,F,35-49,... if she burns the food,15.8
1817,Cambodia,M,25-34,... if she burns the food,1.0
1825,Cambodia,M,15-24,... if she burns the food,2.1
1828,Cambodia,M,35-49,... if she burns the food,2.4
1830,Cambodia,F,15-24,... for at least one specific reason,44.9
1831,Cambodia,F,25-34,... for at least one specific reason,48.7
1832,Cambodia,F,35-49,... for at least one specific reason,56.1
1833,Cambodia,F,15-24,... if she argues with him,20.2
1834,Cambodia,F,25-34,... if she argues with him,21.7
1835,Cambodia,F,35-49,... if she argues with him,29.9
1836,Cambodia,F,15-24,... if she goes out without telling him,25.3
1837,Cambodia,F,25-34,... if she goes out without telling him,30.3
1838,Cambodia,F,35-49,... if she goes out without telling him,38.5
1839,Cambodia,F,15-24,... if she neglects the children,39.0
1840,Cambodia,F,25-34,... if she neglects the children,43.5
1841,Cambodia,F,35-49,... if she neglects the children,48.7
1842,Cambodia,F,15-24,... if she refuses to have sex with him,8.9
1843,Cambodia,F,25-34,... if she refuses to have sex with him,11.0
1844,Cambodia,F,35-49,... if she refuses to have sex with him,18.6
1905,Cambodia,M,15-24,... for at least one specific reason,24.9
1906,Cambodia,M,25-34,... for at least one specific reason,23.9
1907,Cambodia,M,35-49,... for at least one specific reason,29.4
1908,Cambodia,M,15-24,... if she argues with him,10.6
1909,Cambodia,M,25-34,... if she argues with him,8.9
1910,Cambodia,M,35-49,... if she argues with him,14.1
1911,Cambodia,M,15-24,... if she goes out without telling him,10.5
1912,Cambodia,M,25-34,... if she goes out without telling him,11.7
1913,Cambodia,M,35-49,... if she goes out without telling him,15.4
1914,Cambodia,M,15-24,... if she neglects the children,17.3
1915,Cambodia,M,25-34,... if she neglects the children,18.2
1916,Cambodia,M,35-49,... if she neglects the children,22.0
1917,Cambodia,M,15-24,... if she refuses to have sex with him,3.6
1918,Cambodia,M,25-34,... if she refuses to have sex with him,2.3
1919,Cambodia,M,35-49,... if she refuses to have sex with him,5.7
1984,Cameroon,F,25-34,... if she burns the food,12.0
1988,Cameroon,F,35-49,... if she burns the food,14.1
1989,Cameroon,F,15-24,... if she burns the food,14.4
1998,Cameroon,M,35-49,... if she burns the food,6.7
1999,Cameroon,M,25-34,... if she burns the food,7.5
2007,Cameroon,M,15-24,... if she burns the food,11.4
2010,Cameroon,F,15-24,... for at least one specific reason,48.9
2011,Cameroon,F,25-34,... for at least one specific reason,43.5
2012,Cameroon,F,35-49,... for at least one specific reason,45.8
2013,Cameroon,F,15-24,... if she argues with him,20.5
2014,Cameroon,F,25-34,... if she argues with him,20.0
2015,Cameroon,F,35-49,... if she argues with him,22.1
2016,Cameroon,F,15-24,... if she goes out without telling him,26.0
2017,Cameroon,F,25-34,... if she goes out without telling him,25.3
2018,Cameroon,F,35-49,... if she goes out without telling him,28.9
2019,Cameroon,F,15-24,... if she neglects the children,39.6
2020,Cameroon,F,25-34,... if she neglects the children,34.9
2021,Cameroon,F,35-49,... if she neglects the children,36.7
2022,Cameroon,F,15-24,... if she refuses to have sex with him,12.4
2023,Cameroon,F,25-34,... if she refuses to have sex with him,13.8
2024,Cameroon,F,35-49,... if she refuses to have sex with him,17.1
2085,Cameroon,M,15-24,... for at least one specific reason,42.9
2086,Cameroon,M,25-34,... for at least one specific reason,36.5
2087,Cameroon,M,35-49,... for at least one specific reason,34.5
2088,Cameroon,M,15-24,... if she argues with him,19.4
2089,Cameroon,M,25-34,... if she argues with him,16.8
2090,Cameroon,M,35-49,... if she argues with him,15.7
2091,Cameroon,M,15-24,... if she goes out without telling him,22.0
2092,Cameroon,M,25-34,... if she goes out without telling him,20.3
2093,Cameroon,M,35-49,... if she goes out without telling him,21.2
2094,Cameroon,M,15-24,... if she neglects the children,32.0
2095,Cameroon,M,25-34,... if she neglects the children,27.9
2096,Cameroon,M,35-49,... if she neglects the children,24.9
2097,Cameroon,M,15-24,... if she refuses to have sex with him,8.6
2098,Cameroon,M,25-34,... if she refuses to have sex with him,7.3
2099,Cameroon,M,35-49,... if she refuses to have sex with him,6.6
2166,Chad,F,35-49,... if she burns the food,47.4
2167,Chad,F,15-24,... if she burns the food,47.7
2170,Chad,F,25-34,... if she burns the food,50.5
2177,Chad,M,35-49,... if she burns the food,24.0
2182,Chad,M,25-34,... if she burns the food,28.6
2185,Chad,M,15-24,... if she burns the food,29.3
2190,Chad,F,15-24,... for at least one specific reason,56.35000000000001
2191,Chad,F,25-34,... for at least one specific reason,56.35000000000001
2192,Chad,F,35-49,... for at least one specific reason,56.35000000000001
2193,Chad,F,15-24,... if she argues with him,47.8
2194,Chad,F,25-34,... if she argues with him,52.0
2195,Chad,F,35-49,... if she argues with him,50.1
2196,Chad,F,15-24,... if she goes out without telling him,56.2
2197,Chad,F,25-34,... if she goes out without telling him,56.35000000000001
2198,Chad,F,35-49,... if she goes out without telling him,56.35000000000001
2199,Chad,F,15-24,... if she neglects the children,56.35000000000001
2200,Chad,F,25-34,... if she neglects the children,56.35000000000001
2201,Chad,F,35-49,... if she neglects the children,56.35000000000001
2202,Chad,F,15-24,... if she refuses to have sex with him,37.2
2203,Chad,F,25-34,... if she refuses to have sex with him,43.3
2204,Chad,F,35-49,... if she refuses to have sex with him,42.2
2265,Chad,M,15-24,... for at least one specific reason,53.2
2266,Chad,M,25-34,... for at least one specific reason,50.5
2267,Chad,M,35-49,... for at least one specific reason,46.8
2268,Chad,M,15-24,... if she argues with him,24.4
2269,Chad,M,25-34,... if she argues with him,20.8
2270,Chad,M,35-49,... if she argues with him,20.6
2271,Chad,M,15-24,... if she goes out without telling him,30.0
2272,Chad,M,25-34,... if she goes out without telling him,28.1
2273,Chad,M,35-49,... if she goes out without telling him,25.7
2274,Chad,M,15-24,... if she neglects the children,38.4
2275,Chad,M,25-34,... if she neglects the children,37.3
2276,Chad,M,35-49,... if she neglects the children,34.8
2277,Chad,M,15-24,... if she refuses to have sex with him,25.9
2278,Chad,M,25-34,... if she refuses to have sex with him,22.9
2279,Chad,M,35-49,... if she refuses to have sex with him,21.5
2340,Colombia,F,25-34,... if she burns the food,0.8
2345,Colombia,F,15-24,... if she burns the food,1.2
2350,Colombia,F,35-49,... if she burns the food,1.4
2357,Colombia,M,35-49,... if she burns the food,1.0
2358,Colombia,M,25-34,... if she burns the food,1.1
2364,Colombia,M,15-24,... if she burns the food,1.4
2370,Colombia,F,15-24,... for at least one specific reason,3.2
2371,Colombia,F,25-34,... for at least one specific reason,2.7
2372,Colombia,F,35-49,... for at least one specific reason,3.4
2373,Colombia,F,15-24,... if she argues with him,1.3
2374,Colombia,F,25-34,... if she argues with him,1.0
2375,Colombia,F,35-49,... if she argues with him,1.4
2376,Colombia,F,15-24,... if she goes out without telling him,1.1
2377,Colombia,F,25-34,... if she goes out without telling him,1.1
2378,Colombia,F,35-49,... if she goes out without telling him,1.4
2379,Colombia,F,15-24,... if she neglects the children,2.3
2380,Colombia,F,25-34,... if she neglects the children,2.1
2381,Colombia,F,35-49,... if she neglects the children,2.7
2382,Colombia,F,15-24,... if she refuses to have sex with him,1.1
2383,Colombia,F,25-34,... if she refuses to have sex with him,0.8
2384,Colombia,F,35-49,... if she refuses to have sex with him,1.3
2445,Colombia,M,15-24,... for at least one specific reason,4.8
2446,Colombia,M,25-34,... for at least one specific reason,3.7
2447,Colombia,M,35-49,... for at least one specific reason,4.0
2448,Colombia,M,15-24,... if she argues with him,1.7
