,Country,Gender,Demographics Response,Question,Value
124,Afghanistan,M,Higher,... if she argues with him,31.4
125,Afghanistan,M,No education,... if she argues with him,50.2
126,Afghanistan,M,Primary,... if she argues with him,41.0
127,Afghanistan,M,Secondary,... if she argues with him,42.8
128,Afghanistan,M,Higher,... if she goes out without telling him,43.6
129,Afghanistan,M,No education,... if she goes out without telling him,56.35000000000001
130,Afghanistan,M,Primary,... if she goes out without telling him,55.9
131,Afghanistan,M,Secondary,... if she goes out without telling him,56.35000000000001
132,Afghanistan,M,Higher,... if she neglects the children,20.9
133,Afghanistan,M,No education,... if she neglects the children,29.7
134,Afghanistan,M,Primary,... if she neglects the children,22.3
135,Afghanistan,M,Secondary,... if she neglects the children,23.0
136,Afghanistan,M,Higher,... if she refuses to have sex with him,11.9
137,Afghanistan,M,No education,... if she refuses to have sex with him,23.2
138,Afghanistan,M,Primary,... if she refuses to have sex with him,17.4
139,Afghanistan,M,Secondary,... if she refuses to have sex with him,15.9
180,Albania,F,Higher,... if she burns the food,0.2
183,Albania,F,Secondary,... if she burns the food,0.6
191,Albania,F,Primary,... if she burns the food,1.3
194,Albania,F,No education,... if she burns the food,5.8
195,Albania,M,No education,... if she burns the food,0.0
197,Albania,M,Secondary,... if she burns the food,0.2
205,Albania,M,Higher,... if she burns the food,0.8
206,Albania,M,Primary,... if she burns the food,0.8
225,Albania,F,Higher,... for at least one specific reason,1.4
226,Albania,F,No education,... for at least one specific reason,26.3
227,Albania,F,Primary,... for at least one specific reason,11.1
228,Albania,F,Secondary,... for at least one specific reason,5.5
229,Albania,F,Higher,... if she argues with him,0.4
230,Albania,F,No education,... if she argues with him,11.7
231,Albania,F,Primary,... if she argues with him,3.2
232,Albania,F,Secondary,... if she argues with him,1.1
233,Albania,F,Higher,... if she goes out without telling him,0.3
234,Albania,F,No education,... if she goes out without telling him,14.9
235,Albania,F,Primary,... if she goes out without telling him,6.9
236,Albania,F,Secondary,... if she goes out without telling him,2.4
237,Albania,F,Higher,... if she neglects the children,1.1
238,Albania,F,No education,... if she neglects the children,21.1
239,Albania,F,Primary,... if she neglects the children,8.6
240,Albania,F,Secondary,... if she neglects the children,4.2
241,Albania,F,Higher,... if she refuses to have sex with him,0.1
242,Albania,F,No education,... if she refuses to have sex with him,6.3
243,Albania,F,Primary,... if she refuses to have sex with him,1.5
244,Albania,F,Secondary,... if she refuses to have sex with him,0.6
300,Albania,M,Higher,... for at least one specific reason,5.4
301,Albania,M,No education,... for at least one specific reason,26.6
302,Albania,M,Primary,... for at least one specific reason,14.6
303,Albania,M,Secondary,... for at least one specific reason,11.2
304,Albania,M,Higher,... if she argues with him,2.2
305,Albania,M,No education,... if she argues with him,15.3
306,Albania,M,Primary,... if she argues with him,5.9
307,Albania,M,Secondary,... if she argues with him,3.2
308,Albania,M,Higher,... if she goes out without telling him,2.7
309,Albania,M,No education,... if she goes out without telling him,25.4
310,Albania,M,Primary,... if she goes out without telling him,9.0
311,Albania,M,Secondary,... if she goes out without telling him,5.9
312,Albania,M,Higher,... if she neglects the children,3.8
313,Albania,M,No education,... if she neglects the children,22.3
314,Albania,M,Primary,... if she neglects the children,9.6
315,Albania,M,Secondary,... if she neglects the children,8.4
316,Albania,M,Higher,... if she refuses to have sex with him,0.7
317,Albania,M,No education,... if she refuses to have sex with him,13.8
318,Albania,M,Primary,... if she refuses to have sex with him,3.1
319,Albania,M,Secondary,... if she refuses to have sex with him,1.7
360,Angola,F,Higher,... if she burns the food,0.9
361,Angola,F,Secondary,... if she burns the food,5.3
371,Angola,F,Primary,... if she burns the food,13.4
373,Angola,F,No education,... if she burns the food,17.3
375,Angola,M,Higher,... if she burns the food,0.7
379,Angola,M,Secondary,... if she burns the food,5.0
386,Angola,M,Primary,... if she burns the food,8.1
389,Angola,M,No education,... if she burns the food,10.8
405,Angola,F,Higher,... for at least one specific reason,7.0
406,Angola,F,No education,... for at least one specific reason,34.5
407,Angola,F,Primary,... for at least one specific reason,30.9
408,Angola,F,Secondary,... for at least one specific reason,16.8
409,Angola,F,Higher,... if she argues with him,3.0
410,Angola,F,No education,... if she argues with him,23.9
411,Angola,F,Primary,... if she argues with him,19.1
412,Angola,F,Secondary,... if she argues with him,8.2
413,Angola,F,Higher,... if she goes out without telling him,2.8
414,Angola,F,No education,... if she goes out without telling him,21.0
415,Angola,F,Primary,... if she goes out without telling him,18.5
416,Angola,F,Secondary,... if she goes out without telling him,8.5
417,Angola,F,Higher,... if she neglects the children,4.2
418,Angola,F,No education,... if she neglects the children,22.3
419,Angola,F,Primary,... if she neglects the children,20.1
420,Angola,F,Secondary,... if she neglects the children,10.8
421,Angola,F,Higher,... if she refuses to have sex with him,2.5
422,Angola,F,No education,... if she refuses to have sex with him,19.9
423,Angola,F,Primary,... if she refuses to have sex with him,14.2
424,Angola,F,Secondary,... if she refuses to have sex with him,5.3
480,Angola,M,Higher,... for at least one specific reason,3.9
481,Angola,M,No education,... for at least one specific reason,26.7
482,Angola,M,Primary,... for at least one specific reason,26.2
483,Angola,M,Secondary,... for at least one specific reason,18.1
484,Angola,M,Higher,... if she argues with him,1.6
485,Angola,M,No education,... if she argues with him,15.9
486,Angola,M,Primary,... if she argues with him,14.9
487,Angola,M,Secondary,... if she argues with him,9.2
488,Angola,M,Higher,... if she goes out without telling him,1.6
489,Angola,M,No education,... if she goes out without telling him,13.4
490,Angola,M,Primary,... if she goes out without telling him,11.2
491,Angola,M,Secondary,... if she goes out without telling him,6.8
492,Angola,M,Higher,... if she neglects the children,1.8
493,Angola,M,No education,... if she neglects the children,18.3
494,Angola,M,Primary,... if she neglects the children,17.1
495,Angola,M,Secondary,... if she neglects the children,9.1
496,Angola,M,Higher,... if she refuses to have sex with him,0.6
497,Angola,M,No education,... if she refuses to have sex with him,11.2
498,Angola,M,Primary,... if she refuses to have sex with him,7.6
499,Angola,M,Secondary,... if she refuses to have sex with him,4.4
540,Armenia,F,No education,... if she burns the food,14.9
541,Armenia,F,Higher,... if she burns the food,0.0
542,Armenia,F,Primary,... if she burns the food,0.1
554,Armenia,F,Secondary,... if she burns the food,0.9
555,Armenia,M,No education,... if she burns the food,14.9
558,Armenia,M,Higher,... if she burns the food,0.6
559,Armenia,M,Secondary,... if she burns the food,0.6
567,Armenia,M,Primary,... if she burns the food,1.0
585,Armenia,F,Higher,... for at least one specific reason,6.6
586,Armenia,F,No education,... for at least one specific reason,14.9
587,Armenia,F,Primary,... for at least one specific reason,12.0
588,Armenia,F,Secondary,... for at least one specific reason,14.4
589,Armenia,F,Higher,... if she argues with him,3.9
590,Armenia,F,No education,... if she argues with him,14.9
591,Armenia,F,Primary,... if she argues with him,5.3
592,Armenia,F,Secondary,... if she argues with him,9.2
593,Armenia,F,Higher,... if she goes out without telling him,2.7
594,Armenia,F,No education,... if she goes out without telling him,14.9
595,Armenia,F,Primary,... if she goes out without telling him,5.4
596,Armenia,F,Secondary,... if she goes out without telling him,8.7
597,Armenia,F,Higher,... if she neglects the children,5.5
598,Armenia,F,No education,... if she neglects the children,14.9
599,Armenia,F,Primary,... if she neglects the children,9.4
600,Armenia,F,Secondary,... if she neglects the children,12.6
601,Armenia,F,Higher,... if she refuses to have sex with him,0.3
602,Armenia,F,No education,... if she refuses to have sex with him,14.9
603,Armenia,F,Primary,... if she refuses to have sex with him,1.5
604,Armenia,F,Secondary,... if she refuses to have sex with him,1.2
660,Armenia,M,Higher,... for at least one specific reason,14.4
661,Armenia,M,No education,... for at least one specific reason,14.9
662,Armenia,M,Primary,... for at least one specific reason,30.3
663,Armenia,M,Secondary,... for at least one specific reason,27.9
664,Armenia,M,Higher,... if she argues with him,9.9
665,Armenia,M,No education,... if she argues with him,14.9
666,Armenia,M,Primary,... if she argues with him,22.0
667,Armenia,M,Secondary,... if she argues with him,20.2
668,Armenia,M,Higher,... if she goes out without telling him,6.1
669,Armenia,M,No education,... if she goes out without telling him,14.9
670,Armenia,M,Primary,... if she goes out without telling him,13.6
671,Armenia,M,Secondary,... if she goes out without telling him,16.3
672,Armenia,M,Higher,... if she neglects the children,10.9
673,Armenia,M,No education,... if she neglects the children,14.9
674,Armenia,M,Primary,... if she neglects the children,17.8
675,Armenia,M,Secondary,... if she neglects the children,22.8
676,Armenia,M,Higher,... if she refuses to have sex with him,0.8
677,Armenia,M,No education,... if she refuses to have sex with him,14.9
678,Armenia,M,Primary,... if she refuses to have sex with him,2.4
679,Armenia,M,Secondary,... if she refuses to have sex with him,2.2
720,Azerbaijan,F,Higher,... if she burns the food,1.5
729,Azerbaijan,F,Secondary,... if she burns the food,13.3
733,Azerbaijan,F,Primary,... if she burns the food,25.5
734,Azerbaijan,F,No education,... if she burns the food,33.0
735,Azerbaijan,M,No education,... if she burns the food,14.9
736,Azerbaijan,M,Primary,... if she burns the food,14.9
738,Azerbaijan,M,Higher,... if she burns the food,3.5
745,Azerbaijan,M,Secondary,... if she burns the food,7.8
765,Azerbaijan,F,Higher,... for at least one specific reason,22.5
766,Azerbaijan,F,No education,... for at least one specific reason,56.35000000000001
767,Azerbaijan,F,Primary,... for at least one specific reason,56.35000000000001
768,Azerbaijan,F,Secondary,... for at least one specific reason,52.5
769,Azerbaijan,F,Higher,... if she argues with him,11.2
770,Azerbaijan,F,No education,... if she argues with him,55.2
771,Azerbaijan,F,Primary,... if she argues with him,43.6
772,Azerbaijan,F,Secondary,... if she argues with him,33.9
773,Azerbaijan,F,Higher,... if she goes out without telling him,17.2
774,Azerbaijan,F,No education,... if she goes out without telling him,56.35000000000001
775,Azerbaijan,F,Primary,... if she goes out without telling him,56.35000000000001
776,Azerbaijan,F,Secondary,... if she goes out without telling him,45.8
777,Azerbaijan,F,Higher,... if she neglects the children,11.6
778,Azerbaijan,F,No education,... if she neglects the children,56.35000000000001
779,Azerbaijan,F,Primary,... if she neglects the children,47.6
780,Azerbaijan,F,Secondary,... if she neglects the children,37.6
781,Azerbaijan,F,Higher,... if she refuses to have sex with him,2.8
782,Azerbaijan,F,No education,... if she refuses to have sex with him,37.4
783,Azerbaijan,F,Primary,... if she refuses to have sex with him,26.0
784,Azerbaijan,F,Secondary,... if she refuses to have sex with him,15.5
840,Azerbaijan,M,Higher,... for at least one specific reason,52.5
841,Azerbaijan,M,No education,... for at least one specific reason,14.9
842,Azerbaijan,M,Primary,... for at least one specific reason,14.9
843,Azerbaijan,M,Secondary,... for at least one specific reason,56.35000000000001
844,Azerbaijan,M,Higher,... if she argues with him,47.5
845,Azerbaijan,M,No education,... if she argues with him,14.9
846,Azerbaijan,M,Primary,... if she argues with him,14.9
847,Azerbaijan,M,Secondary,... if she argues with him,52.8
848,Azerbaijan,M,Higher,... if she goes out without telling him,31.1
849,Azerbaijan,M,No education,... if she goes out without telling him,14.9
850,Azerbaijan,M,Primary,... if she goes out without telling him,14.9
851,Azerbaijan,M,Secondary,... if she goes out without telling him,42.2
852,Azerbaijan,M,Higher,... if she neglects the children,17.0
853,Azerbaijan,M,No education,... if she neglects the children,14.9
854,Azerbaijan,M,Primary,... if she neglects the children,14.9
855,Azerbaijan,M,Secondary,... if she neglects the children,38.8
856,Azerbaijan,M,Higher,... if she refuses to have sex with him,5.2
857,Azerbaijan,M,No education,... if she refuses to have sex with him,14.9
858,Azerbaijan,M,Primary,... if she refuses to have sex with him,14.9
859,Azerbaijan,M,Secondary,... if she refuses to have sex with him,13.2
901,Bangladesh,F,Higher,... if she burns the food,0.8
902,Bangladesh,F,Secondary,... if she burns the food,2.7
912,Bangladesh,F,Primary,... if she burns the food,5.4
914,Bangladesh,F,No education,... if she burns the food,6.8
918,Bangladesh,M,Higher,... if she burns the food,14.9
919,Bangladesh,M,No education,... if she burns the food,14.9
920,Bangladesh,M,Primary,... if she burns the food,14.9
921,Bangladesh,M,Secondary,... if she burns the food,14.9
945,Bangladesh,F,Higher,... for at least one specific reason,13.4
946,Bangladesh,F,No education,... for at least one specific reason,33.0
947,Bangladesh,F,Primary,... for at least one specific reason,31.7
948,Bangladesh,F,Secondary,... for at least one specific reason,25.8
949,Bangladesh,F,Higher,... if she argues with him,7.4
950,Bangladesh,F,No education,... if she argues with him,24.4
951,Bangladesh,F,Primary,... if she argues with him,22.3
952,Bangladesh,F,Secondary,... if she argues with him,17.9
953,Bangladesh,F,Higher,... if she goes out without telling him,6.2
954,Bangladesh,F,No education,... if she goes out without telling him,17.5
955,Bangladesh,F,Primary,... if she goes out without telling him,17.3
956,Bangladesh,F,Secondary,... if she goes out without telling him,12.0
957,Bangladesh,F,Higher,... if she neglects the children,7.3
958,Bangladesh,F,No education,... if she neglects the children,16.9
959,Bangladesh,F,Primary,... if she neglects the children,17.2
960,Bangladesh,F,Secondary,... if she neglects the children,13.5
961,Bangladesh,F,Higher,... if she refuses to have sex with him,1.7
962,Bangladesh,F,No education,... if she refuses to have sex with him,10.2
963,Bangladesh,F,Primary,... if she refuses to have sex with him,8.9
964,Bangladesh,F,Secondary,... if she refuses to have sex with him,5.1
1020,Bangladesh,M,Higher,... for at least one specific reason,14.9
1021,Bangladesh,M,No education,... for at least one specific reason,14.9
1022,Bangladesh,M,Primary,... for at least one specific reason,14.9
1023,Bangladesh,M,Secondary,... for at least one specific reason,14.9
1024,Bangladesh,M,Higher,... if she argues with him,14.9
1025,Bangladesh,M,No education,... if she argues with him,14.9
1026,Bangladesh,M,Primary,... if she argues with him,14.9
1027,Bangladesh,M,Secondary,... if she argues with him,14.9
1028,Bangladesh,M,Higher,... if she goes out without telling him,14.9
1029,Bangladesh,M,No education,... if she goes out without telling him,14.9
1030,Bangladesh,M,Primary,... if she goes out without telling him,14.9
1031,Bangladesh,M,Secondary,... if she goes out without telling him,14.9
1032,Bangladesh,M,Higher,... if she neglects the children,14.9
1033,Bangladesh,M,No education,... if she neglects the children,14.9
1034,Bangladesh,M,Primary,... if she neglects the children,14.9
1035,Bangladesh,M,Secondary,... if she neglects the children,14.9
1036,Bangladesh,M,Higher,... if she refuses to have sex with him,14.9
1037,Bangladesh,M,No education,... if she refuses to have sex with him,14.9
1038,Bangladesh,M,Primary,... if she refuses to have sex with him,14.9
1039,Bangladesh,M,Secondary,... if she refuses to have sex with him,14.9
1080,Benin,F,Higher,... if she burns the food,1.0
1081,Benin,F,Secondary,... if she burns the food,9.5
1085,Benin,F,Primary,... if she burns the food,13.0
1094,Benin,F,No education,... if she burns the food,16.5
1095,Benin,M,Higher,... if she burns the food,1.1
1097,Benin,M,Secondary,... if she burns the food,4.3
1101,Benin,M,Primary,... if she burns the food,6.3
1108,Benin,M,No education,... if she burns the food,10.7
1125,Benin,F,Higher,... for at least one specific reason,4.7
1126,Benin,F,No education,... for at least one specific reason,37.3
1127,Benin,F,Primary,... for at least one specific reason,29.4
1128,Benin,F,Secondary,... for at least one specific reason,23.2
1129,Benin,F,Higher,... if she argues with him,3.0
1130,Benin,F,No education,... if she argues with him,25.9
1131,Benin,F,Primary,... if she argues with him,17.2
1132,Benin,F,Secondary,... if she argues with him,13.4
1133,Benin,F,Higher,... if she goes out without telling him,2.4
1134,Benin,F,No education,... if she goes out without telling him,26.5
1135,Benin,F,Primary,... if she goes out without telling him,17.8
1136,Benin,F,Secondary,... if she goes out without telling him,13.2
1137,Benin,F,Higher,... if she neglects the children,2.8
1138,Benin,F,No education,... if she neglects the children,27.2
1139,Benin,F,Primary,... if she neglects the children,19.6
1140,Benin,F,Secondary,... if she neglects the children,16.0
1141,Benin,F,Higher,... if she refuses to have sex with him,1.4
1142,Benin,F,No education,... if she refuses to have sex with him,16.5
1143,Benin,F,Primary,... if she refuses to have sex with him,10.6
1144,Benin,F,Secondary,... if she refuses to have sex with him,6.5
1200,Benin,M,Higher,... for at least one specific reason,3.6
1201,Benin,M,No education,... for at least one specific reason,21.1
1202,Benin,M,Primary,... for at least one specific reason,14.8
1203,Benin,M,Secondary,... for at least one specific reason,12.5
1204,Benin,M,Higher,... if she argues with him,1.7
1205,Benin,M,No education,... if she argues with him,14.0
1206,Benin,M,Primary,... if she argues with him,9.4
1207,Benin,M,Secondary,... if she argues with him,7.0
1208,Benin,M,Higher,... if she goes out without telling him,1.2
1209,Benin,M,No education,... if she goes out without telling him,11.6
1210,Benin,M,Primary,... if she goes out without telling him,9.3
1211,Benin,M,Secondary,... if she goes out without telling him,7.1
1212,Benin,M,Higher,... if she neglects the children,0.8
1213,Benin,M,No education,... if she neglects the children,13.5
1214,Benin,M,Primary,... if she neglects the children,8.4
1215,Benin,M,Secondary,... if she neglects the children,7.2
1216,Benin,M,Higher,... if she refuses to have sex with him,0.7
1217,Benin,M,No education,... if she refuses to have sex with him,11.1
1218,Benin,M,Primary,... if she refuses to have sex with him,6.0
1219,Benin,M,Secondary,... if she refuses to have sex with him,4.6
1260,Bolivia,F,Higher,... if she burns the food,0.6
1264,Bolivia,F,Secondary,... if she burns the food,2.8
1271,Bolivia,F,Primary,... if she burns the food,4.4
1274,Bolivia,F,No education,... if she burns the food,7.3
1278,Bolivia,M,Higher,... if she burns the food,14.9
1279,Bolivia,M,No education,... if she burns the food,14.9
1280,Bolivia,M,Primary,... if she burns the food,14.9
1281,Bolivia,M,Secondary,... if she burns the food,14.9
1305,Bolivia,F,Higher,... for at least one specific reason,5.7
1306,Bolivia,F,No education,... for at least one specific reason,23.4
1307,Bolivia,F,Primary,... for at least one specific reason,20.3
1308,Bolivia,F,Secondary,... for at least one specific reason,15.3
1309,Bolivia,F,Higher,... if she argues with him,1.7
1310,Bolivia,F,No education,... if she argues with him,9.3
1311,Bolivia,F,Primary,... if she argues with him,6.8
1312,Bolivia,F,Secondary,... if she argues with him,4.6
1313,Bolivia,F,Higher,... if she goes out without telling him,1.9
1314,Bolivia,F,No education,... if she goes out without telling him,12.0
1315,Bolivia,F,Primary,... if she goes out without telling him,8.2
1316,Bolivia,F,Secondary,... if she goes out without telling him,4.6
1317,Bolivia,F,Higher,... if she neglects the children,4.5
1318,Bolivia,F,No education,... if she neglects the children,15.9
1319,Bolivia,F,Primary,... if she neglects the children,15.2
1320,Bolivia,F,Secondary,... if she neglects the children,12.2
1321,Bolivia,F,Higher,... if she refuses to have sex with him,0.8
1322,Bolivia,F,No education,... if she refuses to have sex with him,4.6
1323,Bolivia,F,Primary,... if she refuses to have sex with him,3.2
1324,Bolivia,F,Secondary,... if she refuses to have sex with him,1.6
1380,Bolivia,M,Higher,... for at least one specific reason,14.9
1381,Bolivia,M,No education,... for at least one specific reason,14.9
1382,Bolivia,M,Primary,... for at least one specific reason,14.9
1383,Bolivia,M,Secondary,... for at least one specific reason,14.9
1384,Bolivia,M,Higher,... if she argues with him,14.9
1385,Bolivia,M,No education,... if she argues with him,14.9
1386,Bolivia,M,Primary,... if she argues with him,14.9
1387,Bolivia,M,Secondary,... if she argues with him,14.9
1388,Bolivia,M,Higher,... if she goes out without telling him,14.9
1389,Bolivia,M,No education,... if she goes out without telling him,14.9
1390,Bolivia,M,Primary,... if she goes out without telling him,14.9
1391,Bolivia,M,Secondary,... if she goes out without telling him,14.9
1392,Bolivia,M,Higher,... if she neglects the children,14.9
1393,Bolivia,M,No education,... if she neglects the children,14.9
1394,Bolivia,M,Primary,... if she neglects the children,14.9
1395,Bolivia,M,Secondary,... if she neglects the children,14.9
1396,Bolivia,M,Higher,... if she refuses to have sex with him,14.9
1397,Bolivia,M,No education,... if she refuses to have sex with him,14.9
1398,Bolivia,M,Primary,... if she refuses to have sex with him,14.9
1399,Bolivia,M,Secondary,... if she refuses to have sex with him,14.9
1440,Burkina Faso,F,Higher,... if she burns the food,1.4
1441,Burkina Faso,F,Secondary,... if she burns the food,3.1
1444,Burkina Faso,F,Primary,... if she burns the food,8.1
1452,Burkina Faso,F,No education,... if she burns the food,11.2
1456,Burkina Faso,M,Higher,... if she burns the food,5.7
1460,Burkina Faso,M,Secondary,... if she burns the food,6.3
1463,Burkina Faso,M,No education,... if she burns the food,7.6
1465,Burkina Faso,M,Primary,... if she burns the food,8.3
1485,Burkina Faso,F,Higher,... for at least one specific reason,6.3
1486,Burkina Faso,F,No education,... for at least one specific reason,47.5
1487,Burkina Faso,F,Primary,... for at least one specific reason,38.1
1488,Burkina Faso,F,Secondary,... for at least one specific reason,26.6
1489,Burkina Faso,F,Higher,... if she argues with him,2.0
1490,Burkina Faso,F,No education,... if she argues with him,34.7
1491,Burkina Faso,F,Primary,... if she argues with him,26.0
1492,Burkina Faso,F,Secondary,... if she argues with him,14.1
1493,Burkina Faso,F,Higher,... if she goes out without telling him,0.3
1494,Burkina Faso,F,No education,... if she goes out without telling him,34.4
1495,Burkina Faso,F,Primary,... if she goes out without telling him,24.6
1496,Burkina Faso,F,Secondary,... if she goes out without telling him,13.1
1497,Burkina Faso,F,Higher,... if she neglects the children,3.8
1498,Burkina Faso,F,No education,... if she neglects the children,33.4
1499,Burkina Faso,F,Primary,... if she neglects the children,26.5
1500,Burkina Faso,F,Secondary,... if she neglects the children,18.1
1501,Burkina Faso,F,Higher,... if she refuses to have sex with him,0.0
1502,Burkina Faso,F,No education,... if she refuses to have sex with him,22.7
1503,Burkina Faso,F,Primary,... if she refuses to have sex with him,15.2
1504,Burkina Faso,F,Secondary,... if she refuses to have sex with him,6.8
1560,Burkina Faso,M,Higher,... for at least one specific reason,15.0
1561,Burkina Faso,M,No education,... for at least one specific reason,37.7
1562,Burkina Faso,M,Primary,... for at least one specific reason,33.5
1563,Burkina Faso,M,Secondary,... for at least one specific reason,25.6
1564,Burkina Faso,M,Higher,... if she argues with him,3.7
1565,Burkina Faso,M,No education,... if she argues with him,22.5
1566,Burkina Faso,M,Primary,... if she argues with him,21.7
1567,Burkina Faso,M,Secondary,... if she argues with him,12.4
1568,Burkina Faso,M,Higher,... if she goes out without telling him,2.8
1569,Burkina Faso,M,No education,... if she goes out without telling him,20.6
1570,Burkina Faso,M,Primary,... if she goes out without telling him,16.9
1571,Burkina Faso,M,Secondary,... if she goes out without telling him,11.1
1572,Burkina Faso,M,Higher,... if she neglects the children,9.8
1573,Burkina Faso,M,No education,... if she neglects the children,22.2
1574,Burkina Faso,M,Primary,... if she neglects the children,18.9
1575,Burkina Faso,M,Secondary,... if she neglects the children,15.8
1576,Burkina Faso,M,Higher,... if she refuses to have sex with him,0.7
1577,Burkina Faso,M,No education,... if she refuses to have sex with him,13.6
1578,Burkina Faso,M,Primary,... if she refuses to have sex with him,8.1
1579,Burkina Faso,M,Secondary,... if she refuses to have sex with him,6.7
1620,Burundi,F,Higher,... if she burns the food,1.1
1623,Burundi,F,Secondary,... if she burns the food,14.8
1630,Burundi,F,Primary,... if she burns the food,23.9
1633,Burundi,F,No education,... if she burns the food,25.3
1635,Burundi,M,Higher,... if she burns the food,0.0
1639,Burundi,M,Secondary,... if she burns the food,3.5
1644,Burundi,M,No education,... if she burns the food,5.6
1646,Burundi,M,Primary,... if she burns the food,5.9
1665,Burundi,F,Higher,... for at least one specific reason,22.2
1666,Burundi,F,No education,... for at least one specific reason,56.35000000000001
1667,Burundi,F,Primary,... for at least one specific reason,56.35000000000001
1668,Burundi,F,Secondary,... for at least one specific reason,53.9
1669,Burundi,F,Higher,... if she argues with him,1.3
1670,Burundi,F,No education,... if she argues with him,34.8
1671,Burundi,F,Primary,... if she argues with him,32.3
1672,Burundi,F,Secondary,... if she argues with him,20.8
1673,Burundi,F,Higher,... if she goes out without telling him,8.7
1674,Burundi,F,No education,... if she goes out without telling him,43.6
1675,Burundi,F,Primary,... if she goes out without telling him,40.9
1676,Burundi,F,Secondary,... if she goes out without telling him,31.3
1677,Burundi,F,Higher,... if she neglects the children,20.0
1678,Burundi,F,No education,... if she neglects the children,55.1
1679,Burundi,F,Primary,... if she neglects the children,53.7
1680,Burundi,F,Secondary,... if she neglects the children,45.0
1681,Burundi,F,Higher,... if she refuses to have sex with him,8.2
1682,Burundi,F,No education,... if she refuses to have sex with him,47.9
1683,Burundi,F,Primary,... if she refuses to have sex with him,44.3
1684,Burundi,F,Secondary,... if she refuses to have sex with him,29.9
1740,Burundi,M,Higher,... for at least one specific reason,5.3
1741,Burundi,M,No education,... for at least one specific reason,35.8
1742,Burundi,M,Primary,... for at least one specific reason,38.6
1743,Burundi,M,Secondary,... for at least one specific reason,31.2
1744,Burundi,M,Higher,... if she argues with him,0.2
1745,Burundi,M,No education,... if she argues with him,10.7
1746,Burundi,M,Primary,... if she argues with him,12.7
1747,Burundi,M,Secondary,... if she argues with him,6.7
1748,Burundi,M,Higher,... if she goes out without telling him,1.1
1749,Burundi,M,No education,... if she goes out without telling him,19.3
1750,Burundi,M,Primary,... if she goes out without telling him,18.9
1751,Burundi,M,Secondary,... if she goes out without telling him,14.1
1752,Burundi,M,Higher,... if she neglects the children,4.0
1753,Burundi,M,No education,... if she neglects the children,26.3
1754,Burundi,M,Primary,... if she neglects the children,28.9
1755,Burundi,M,Secondary,... if she neglects the children,23.6
1756,Burundi,M,Higher,... if she refuses to have sex with him,1.5
1757,Burundi,M,No education,... if she refuses to have sex with him,13.2
1758,Burundi,M,Primary,... if she refuses to have sex with him,14.8
1759,Burundi,M,Secondary,... if she refuses to have sex with him,12.6
1800,Cambodia,F,Higher,... if she burns the food,1.1
1802,Cambodia,F,Secondary,... if she burns the food,7.5
1812,Cambodia,F,Primary,... if she burns the food,14.4
1814,Cambodia,F,No education,... if she burns the food,17.6
1815,Cambodia,M,Higher,... if she burns the food,0.0
1816,Cambodia,M,No education,... if she burns the food,0.7
1822,Cambodia,M,Secondary,... if she burns the food,2.0
1827,Cambodia,M,Primary,... if she burns the food,2.2
1845,Cambodia,F,Higher,... for at least one specific reason,18.5
1846,Cambodia,F,No education,... for at least one specific reason,56.35000000000001
1847,Cambodia,F,Primary,... for at least one specific reason,56.0
1848,Cambodia,F,Secondary,... for at least one specific reason,42.8
1849,Cambodia,F,Higher,... if she argues with him,6.2
1850,Cambodia,F,No education,... if she argues with him,31.5
