,Country,Gender,Demographics Response,Question,Value
884,Azerbaijan,M,Married or living together,... if she neglects the children,31.7
885,Azerbaijan,M,Never married,... if she neglects the children,39.3
886,Azerbaijan,M,"Widowed, divorced, separated",... if she neglects the children,34.0
887,Azerbaijan,M,Married or living together,... if she refuses to have sex with him,10.1
888,Azerbaijan,M,Never married,... if she refuses to have sex with him,14.1
889,Azerbaijan,M,"Widowed, divorced, separated",... if she refuses to have sex with him,10.9
900,Bangladesh,F,Never married,... if she burns the food,14.9
907,Bangladesh,F,Married or living together,... if she burns the food,4.2
913,Bangladesh,F,"Widowed, divorced, separated",... if she burns the food,6.7
925,Bangladesh,M,Married or living together,... if she burns the food,14.9
926,Bangladesh,M,Never married,... if she burns the food,14.9
927,Bangladesh,M,"Widowed, divorced, separated",... if she burns the food,14.9
980,Bangladesh,F,Married or living together,... for at least one specific reason,28.1
981,Bangladesh,F,Never married,... for at least one specific reason,14.9
982,Bangladesh,F,"Widowed, divorced, separated",... for at least one specific reason,32.2
983,Bangladesh,F,Married or living together,... if she argues with him,19.8
984,Bangladesh,F,Never married,... if she argues with him,14.9
985,Bangladesh,F,"Widowed, divorced, separated",... if she argues with him,21.8
986,Bangladesh,F,Married or living together,... if she goes out without telling him,14.1
987,Bangladesh,F,Never married,... if she goes out without telling him,14.9
988,Bangladesh,F,"Widowed, divorced, separated",... if she goes out without telling him,20.3
989,Bangladesh,F,Married or living together,... if she neglects the children,14.7
990,Bangladesh,F,Never married,... if she neglects the children,14.9
991,Bangladesh,F,"Widowed, divorced, separated",... if she neglects the children,18.8
992,Bangladesh,F,Married or living together,... if she refuses to have sex with him,7.0
993,Bangladesh,F,Never married,... if she refuses to have sex with him,14.9
994,Bangladesh,F,"Widowed, divorced, separated",... if she refuses to have sex with him,10.9
1055,Bangladesh,M,Married or living together,... for at least one specific reason,14.9
1056,Bangladesh,M,Never married,... for at least one specific reason,14.9
1057,Bangladesh,M,"Widowed, divorced, separated",... for at least one specific reason,14.9
1058,Bangladesh,M,Married or living together,... if she argues with him,14.9
1059,Bangladesh,M,Never married,... if she argues with him,14.9
1060,Bangladesh,M,"Widowed, divorced, separated",... if she argues with him,14.9
1061,Bangladesh,M,Married or living together,... if she goes out without telling him,14.9
1062,Bangladesh,M,Never married,... if she goes out without telling him,14.9
1063,Bangladesh,M,"Widowed, divorced, separated",... if she goes out without telling him,14.9
1064,Bangladesh,M,Married or living together,... if she neglects the children,14.9
1065,Bangladesh,M,Never married,... if she neglects the children,14.9
1066,Bangladesh,M,"Widowed, divorced, separated",... if she neglects the children,14.9
1067,Bangladesh,M,Married or living together,... if she refuses to have sex with him,14.9
1068,Bangladesh,M,Never married,... if she refuses to have sex with him,14.9
1069,Bangladesh,M,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
1084,Benin,F,Never married,... if she burns the food,11.8
1090,Benin,F,Married or living together,... if she burns the food,14.6
1091,Benin,F,"Widowed, divorced, separated",... if she burns the food,15.1
1100,Benin,M,Married or living together,... if she burns the food,5.9
1104,Benin,M,"Widowed, divorced, separated",... if she burns the food,7.0
1105,Benin,M,Never married,... if she burns the food,8.0
1160,Benin,F,Married or living together,... for at least one specific reason,34.0
1161,Benin,F,Never married,... for at least one specific reason,25.7
1162,Benin,F,"Widowed, divorced, separated",... for at least one specific reason,31.3
1163,Benin,F,Married or living together,... if she argues with him,22.6
1164,Benin,F,Never married,... if she argues with him,16.1
1165,Benin,F,"Widowed, divorced, separated",... if she argues with him,18.5
1166,Benin,F,Married or living together,... if she goes out without telling him,23.4
1167,Benin,F,Never married,... if she goes out without telling him,15.3
1168,Benin,F,"Widowed, divorced, separated",... if she goes out without telling him,20.3
1169,Benin,F,Married or living together,... if she neglects the children,24.7
1170,Benin,F,Never married,... if she neglects the children,17.3
1171,Benin,F,"Widowed, divorced, separated",... if she neglects the children,19.7
1172,Benin,F,Married or living together,... if she refuses to have sex with him,14.2
1173,Benin,F,Never married,... if she refuses to have sex with him,8.4
1174,Benin,F,"Widowed, divorced, separated",... if she refuses to have sex with him,13.1
1235,Benin,M,Married or living together,... for at least one specific reason,14.5
1236,Benin,M,Never married,... for at least one specific reason,16.9
1237,Benin,M,"Widowed, divorced, separated",... for at least one specific reason,15.0
1238,Benin,M,Married or living together,... if she argues with him,8.6
1239,Benin,M,Never married,... if she argues with him,11.0
1240,Benin,M,"Widowed, divorced, separated",... if she argues with him,12.0
1241,Benin,M,Married or living together,... if she goes out without telling him,7.6
1242,Benin,M,Never married,... if she goes out without telling him,10.3
1243,Benin,M,"Widowed, divorced, separated",... if she goes out without telling him,10.1
1244,Benin,M,Married or living together,... if she neglects the children,8.1
1245,Benin,M,Never married,... if she neglects the children,11.0
1246,Benin,M,"Widowed, divorced, separated",... if she neglects the children,8.8
1247,Benin,M,Married or living together,... if she refuses to have sex with him,6.3
1248,Benin,M,Never married,... if she refuses to have sex with him,7.8
1249,Benin,M,"Widowed, divorced, separated",... if she refuses to have sex with him,7.6
1265,Bolivia,F,Never married,... if she burns the food,2.9
1266,Bolivia,F,"Widowed, divorced, separated",... if she burns the food,2.9
1269,Bolivia,F,Married or living together,... if she burns the food,3.5
1285,Bolivia,M,Married or living together,... if she burns the food,14.9
1286,Bolivia,M,Never married,... if she burns the food,14.9
1287,Bolivia,M,"Widowed, divorced, separated",... if she burns the food,14.9
1340,Bolivia,F,Married or living together,... for at least one specific reason,16.7
1341,Bolivia,F,Never married,... for at least one specific reason,14.9
1342,Bolivia,F,"Widowed, divorced, separated",... for at least one specific reason,15.9
1343,Bolivia,F,Married or living together,... if she argues with him,5.6
1344,Bolivia,F,Never married,... if she argues with him,4.8
1345,Bolivia,F,"Widowed, divorced, separated",... if she argues with him,4.5
1346,Bolivia,F,Married or living together,... if she goes out without telling him,6.6
1347,Bolivia,F,Never married,... if she goes out without telling him,4.6
1348,Bolivia,F,"Widowed, divorced, separated",... if she goes out without telling him,6.4
1349,Bolivia,F,Married or living together,... if she neglects the children,12.7
1350,Bolivia,F,Never married,... if she neglects the children,11.5
1351,Bolivia,F,"Widowed, divorced, separated",... if she neglects the children,12.3
1352,Bolivia,F,Married or living together,... if she refuses to have sex with him,2.5
1353,Bolivia,F,Never married,... if she refuses to have sex with him,1.7
1354,Bolivia,F,"Widowed, divorced, separated",... if she refuses to have sex with him,2.5
1415,Bolivia,M,Married or living together,... for at least one specific reason,14.9
1416,Bolivia,M,Never married,... for at least one specific reason,14.9
1417,Bolivia,M,"Widowed, divorced, separated",... for at least one specific reason,14.9
1418,Bolivia,M,Married or living together,... if she argues with him,14.9
1419,Bolivia,M,Never married,... if she argues with him,14.9
1420,Bolivia,M,"Widowed, divorced, separated",... if she argues with him,14.9
1421,Bolivia,M,Married or living together,... if she goes out without telling him,14.9
1422,Bolivia,M,Never married,... if she goes out without telling him,14.9
1423,Bolivia,M,"Widowed, divorced, separated",... if she goes out without telling him,14.9
1424,Bolivia,M,Married or living together,... if she neglects the children,14.9
1425,Bolivia,M,Never married,... if she neglects the children,14.9
1426,Bolivia,M,"Widowed, divorced, separated",... if she neglects the children,14.9
1427,Bolivia,M,Married or living together,... if she refuses to have sex with him,14.9
1428,Bolivia,M,Never married,... if she refuses to have sex with him,14.9
1429,Bolivia,M,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
1443,Burkina Faso,F,Never married,... if she burns the food,7.4
1445,Burkina Faso,F,"Widowed, divorced, separated",... if she burns the food,8.3
1450,Burkina Faso,F,Married or living together,... if she burns the food,10.4
1461,Burkina Faso,M,Married or living together,... if she burns the food,6.4
1466,Burkina Faso,M,Never married,... if she burns the food,9.0
1468,Burkina Faso,M,"Widowed, divorced, separated",... if she burns the food,9.3
1520,Burkina Faso,F,Married or living together,... for at least one specific reason,46.0
1521,Burkina Faso,F,Never married,... for at least one specific reason,33.3
1522,Burkina Faso,F,"Widowed, divorced, separated",... for at least one specific reason,35.2
1523,Burkina Faso,F,Married or living together,... if she argues with him,33.1
1524,Burkina Faso,F,Never married,... if she argues with him,21.9
1525,Burkina Faso,F,"Widowed, divorced, separated",... if she argues with him,22.9
1526,Burkina Faso,F,Married or living together,... if she goes out without telling him,32.6
1527,Burkina Faso,F,Never married,... if she goes out without telling him,20.4
1528,Burkina Faso,F,"Widowed, divorced, separated",... if she goes out without telling him,26.3
1529,Burkina Faso,F,Married or living together,... if she neglects the children,32.3
1530,Burkina Faso,F,Never married,... if she neglects the children,22.5
1531,Burkina Faso,F,"Widowed, divorced, separated",... if she neglects the children,27.1
1532,Burkina Faso,F,Married or living together,... if she refuses to have sex with him,21.5
1533,Burkina Faso,F,Never married,... if she refuses to have sex with him,12.4
1534,Burkina Faso,F,"Widowed, divorced, separated",... if she refuses to have sex with him,13.6
1595,Burkina Faso,M,Married or living together,... for at least one specific reason,32.7
1596,Burkina Faso,M,Never married,... for at least one specific reason,35.9
1597,Burkina Faso,M,"Widowed, divorced, separated",... for at least one specific reason,39.5
1598,Burkina Faso,M,Married or living together,... if she argues with him,19.7
1599,Burkina Faso,M,Never married,... if she argues with him,20.1
1600,Burkina Faso,M,"Widowed, divorced, separated",... if she argues with him,29.1
1601,Burkina Faso,M,Married or living together,... if she goes out without telling him,17.0
1602,Burkina Faso,M,Never married,... if she goes out without telling him,18.5
1603,Burkina Faso,M,"Widowed, divorced, separated",... if she goes out without telling him,23.7
1604,Burkina Faso,M,Married or living together,... if she neglects the children,19.3
1605,Burkina Faso,M,Never married,... if she neglects the children,21.0
1606,Burkina Faso,M,"Widowed, divorced, separated",... if she neglects the children,25.4
1607,Burkina Faso,M,Married or living together,... if she refuses to have sex with him,10.1
1608,Burkina Faso,M,Never married,... if she refuses to have sex with him,12.1
1609,Burkina Faso,M,"Widowed, divorced, separated",... if she refuses to have sex with him,11.6
1626,Burundi,F,Married or living together,... if she burns the food,20.6
1627,Burundi,F,Never married,... if she burns the food,22.2
1634,Burundi,F,"Widowed, divorced, separated",... if she burns the food,30.4
1640,Burundi,M,Married or living together,... if she burns the food,3.6
1645,Burundi,M,"Widowed, divorced, separated",... if she burns the food,5.6
1648,Burundi,M,Never married,... if she burns the food,6.7
1700,Burundi,F,Married or living together,... for at least one specific reason,56.35000000000001
1701,Burundi,F,Never married,... for at least one specific reason,56.35000000000001
1702,Burundi,F,"Widowed, divorced, separated",... for at least one specific reason,56.35000000000001
1703,Burundi,F,Married or living together,... if she argues with him,29.6
1704,Burundi,F,Never married,... if she argues with him,29.2
1705,Burundi,F,"Widowed, divorced, separated",... if she argues with him,36.7
1706,Burundi,F,Married or living together,... if she goes out without telling him,38.4
1707,Burundi,F,Never married,... if she goes out without telling him,38.4
1708,Burundi,F,"Widowed, divorced, separated",... if she goes out without telling him,47.5
1709,Burundi,F,Married or living together,... if she neglects the children,50.5
1710,Burundi,F,Never married,... if she neglects the children,51.7
1711,Burundi,F,"Widowed, divorced, separated",... if she neglects the children,56.35000000000001
1712,Burundi,F,Married or living together,... if she refuses to have sex with him,42.3
1713,Burundi,F,Never married,... if she refuses to have sex with him,38.4
1714,Burundi,F,"Widowed, divorced, separated",... if she refuses to have sex with him,52.2
1775,Burundi,M,Married or living together,... for at least one specific reason,29.2
1776,Burundi,M,Never married,... for at least one specific reason,41.5
1777,Burundi,M,"Widowed, divorced, separated",... for at least one specific reason,45.9
1778,Burundi,M,Married or living together,... if she argues with him,8.6
1779,Burundi,M,Never married,... if she argues with him,12.0
1780,Burundi,M,"Widowed, divorced, separated",... if she argues with him,18.0
1781,Burundi,M,Married or living together,... if she goes out without telling him,14.7
1782,Burundi,M,Never married,... if she goes out without telling him,19.6
1783,Burundi,M,"Widowed, divorced, separated",... if she goes out without telling him,32.9
1784,Burundi,M,Married or living together,... if she neglects the children,21.7
1785,Burundi,M,Never married,... if she neglects the children,31.1
1786,Burundi,M,"Widowed, divorced, separated",... if she neglects the children,34.0
1787,Burundi,M,Married or living together,... if she refuses to have sex with him,9.8
1788,Burundi,M,Never married,... if she refuses to have sex with him,17.6
1789,Burundi,M,"Widowed, divorced, separated",... if she refuses to have sex with him,22.8
1803,Cambodia,F,Never married,... if she burns the food,9.3
1809,Cambodia,F,Married or living together,... if she burns the food,12.4
1811,Cambodia,F,"Widowed, divorced, separated",... if she burns the food,13.9
1819,Cambodia,M,Married or living together,... if she burns the food,1.7
1823,Cambodia,M,Never married,... if she burns the food,2.0
1829,Cambodia,M,"Widowed, divorced, separated",... if she burns the food,4.0
1880,Cambodia,F,Married or living together,... for at least one specific reason,53.3
1881,Cambodia,F,Never married,... for at least one specific reason,40.6
1882,Cambodia,F,"Widowed, divorced, separated",... for at least one specific reason,49.5
1883,Cambodia,F,Married or living together,... if she argues with him,26.0
1884,Cambodia,F,Never married,... if she argues with him,18.0
1885,Cambodia,F,"Widowed, divorced, separated",... if she argues with him,24.9
1886,Cambodia,F,Married or living together,... if she goes out without telling him,35.1
1887,Cambodia,F,Never married,... if she goes out without telling him,21.7
1888,Cambodia,F,"Widowed, divorced, separated",... if she goes out without telling him,29.7
1889,Cambodia,F,Married or living together,... if she neglects the children,47.2
1890,Cambodia,F,Never married,... if she neglects the children,34.9
1891,Cambodia,F,"Widowed, divorced, separated",... if she neglects the children,42.1
1892,Cambodia,F,Married or living together,... if she refuses to have sex with him,14.1
1893,Cambodia,F,Never married,... if she refuses to have sex with him,8.3
1894,Cambodia,F,"Widowed, divorced, separated",... if she refuses to have sex with him,16.0
1955,Cambodia,M,Married or living together,... for at least one specific reason,27.0
1956,Cambodia,M,Never married,... for at least one specific reason,23.8
1957,Cambodia,M,"Widowed, divorced, separated",... for at least one specific reason,29.7
1958,Cambodia,M,Married or living together,... if she argues with him,11.5
1959,Cambodia,M,Never married,... if she argues with him,10.3
1960,Cambodia,M,"Widowed, divorced, separated",... if she argues with him,15.6
1961,Cambodia,M,Married or living together,... if she goes out without telling him,13.8
1962,Cambodia,M,Never married,... if she goes out without telling him,9.9
1963,Cambodia,M,"Widowed, divorced, separated",... if she goes out without telling him,12.2
1964,Cambodia,M,Married or living together,... if she neglects the children,20.3
1965,Cambodia,M,Never married,... if she neglects the children,16.5
1966,Cambodia,M,"Widowed, divorced, separated",... if she neglects the children,22.8
1967,Cambodia,M,Married or living together,... if she refuses to have sex with him,3.7
1968,Cambodia,M,Never married,... if she refuses to have sex with him,4.0
1969,Cambodia,M,"Widowed, divorced, separated",... if she refuses to have sex with him,7.2
1983,Cameroon,F,Never married,... if she burns the food,11.3
1986,Cameroon,F,"Widowed, divorced, separated",... if she burns the food,12.5
1990,Cameroon,F,Married or living together,... if she burns the food,14.8
2002,Cameroon,M,Married or living together,... if she burns the food,8.3
2005,Cameroon,M,Never married,... if she burns the food,9.5
2006,Cameroon,M,"Widowed, divorced, separated",... if she burns the food,10.7
2060,Cameroon,F,Married or living together,... for at least one specific reason,47.5
2061,Cameroon,F,Never married,... for at least one specific reason,44.6
2062,Cameroon,F,"Widowed, divorced, separated",... for at least one specific reason,44.5
2063,Cameroon,F,Married or living together,... if she argues with him,23.1
2064,Cameroon,F,Never married,... if she argues with him,15.9
2065,Cameroon,F,"Widowed, divorced, separated",... if she argues with him,19.1
2066,Cameroon,F,Married or living together,... if she goes out without telling him,28.8
2067,Cameroon,F,Never married,... if she goes out without telling him,21.5
2068,Cameroon,F,"Widowed, divorced, separated",... if she goes out without telling him,25.9
2069,Cameroon,F,Married or living together,... if she neglects the children,37.5
2070,Cameroon,F,Never married,... if she neglects the children,37.3
2071,Cameroon,F,"Widowed, divorced, separated",... if she neglects the children,37.2
2072,Cameroon,F,Married or living together,... if she refuses to have sex with him,16.8
2073,Cameroon,F,Never married,... if she refuses to have sex with him,8.5
2074,Cameroon,F,"Widowed, divorced, separated",... if she refuses to have sex with him,12.2
2135,Cameroon,M,Married or living together,... for at least one specific reason,36.7
2136,Cameroon,M,Never married,... for at least one specific reason,40.5
2137,Cameroon,M,"Widowed, divorced, separated",... for at least one specific reason,40.0
2138,Cameroon,M,Married or living together,... if she argues with him,17.3
2139,Cameroon,M,Never married,... if she argues with him,17.9
2140,Cameroon,M,"Widowed, divorced, separated",... if she argues with him,18.5
2141,Cameroon,M,Married or living together,... if she goes out without telling him,21.8
2142,Cameroon,M,Never married,... if she goes out without telling him,20.4
2143,Cameroon,M,"Widowed, divorced, separated",... if she goes out without telling him,25.4
2144,Cameroon,M,Married or living together,... if she neglects the children,27.4
2145,Cameroon,M,Never married,... if she neglects the children,30.1
2146,Cameroon,M,"Widowed, divorced, separated",... if she neglects the children,30.7
2147,Cameroon,M,Married or living together,... if she refuses to have sex with him,7.4
2148,Cameroon,M,Never married,... if she refuses to have sex with him,7.8
2149,Cameroon,M,"Widowed, divorced, separated",... if she refuses to have sex with him,10.1
2161,Chad,F,Never married,... if she burns the food,40.9
2164,Chad,F,"Widowed, divorced, separated",... if she burns the food,45.9
2171,Chad,F,Married or living together,... if she burns the food,50.5
2181,Chad,M,Married or living together,... if she burns the food,26.0
